keyword,sentances,translation
Nemesis,The Third Reich met its [Nemesis] as much here as it had—albeit in far greater numbers—at Stalingrad.,Reich Katelu nemoni [Nemesis] ing kene - sanajan luwih akeh - ing Stalingrad.
Nemesis,Neither her name nor her [Nemesis] are among the slurred words I can make out.,Sanadyan jeneng dheweke utawa dheweke [Nemesis] kalebu tembung-tembung sing ora bisa dingerteni.
Nemesis,The [Nemesis] that emerges most potently is that of reality TV.,[Nemesis] sing muncul paling kuat yaiku realita TV.
Nemesis,The site is provocative enough in the vegan world to earn its own digital arch-[Nemesis] “30 Bananas A Day…Sucks!”,"Situs kasebut cukup provokatif ing jagad vegan kanggo entuk arch digital dhewe-[Nemesis] ""30 Bananas A Day… Nyedhot!"""
Nemesis,We have swift reward and punishment—no hateful things called [Nemesis].,Kita duwe ganjaran lan paukuman sing cepet - ora ana barang sing disengiti sing diarani [Nemesis].
Nemesis,"Then, as though grown weary of the idyllic romance she was composing, Fortune donned the tragic robes of [Nemesis].","Banjur, kaya bosen karo romansa idyllic sing dikarang, Fortune nganggo jubah tragis [Nemesis]."
Nemesis,"What was the tragic destiny that hung over them—the [Nemesis] that gripped them, and forced them to take such a chance?","Apa nasib tragis sing ana ing dheweke - [Nemesis] sing nyekel dheweke, lan meksa dheweke njupuk kesempatan kasebut?"
Nemesis,"When off the island of Moora the [Nemesis] came suddenly upon a fleet of eleven pirate boats, pursuing a trading prahu.","Nalika metu saka pulo Moora, [Nemesis] dumadakan teka ing armada bajak laut sawelas, nguber prahu dagang."
Nemesis,"The [Nemesis] chased the pirates to the shore, who drew up in line along the beach.","[Nemesis] ngoyak para bajak laut menyang pinggir pantai, sing nggawe garis ing pinggir pantai."
Oblivion,"If opponents of gay rights are supposed to be retreating into [Oblivion], they missed the memo.","Yen mungsuh hak gay mesthine bakal mundur menyang [Oblivion], dheweke ora kejawab memo kasebut."
Oblivion,The team could sink into [Oblivion]—or be bought by a beloved figure who could transform it.,Tim kasebut bisa tenggelam ing [Oblivion] - utawa dituku dening tokoh sing ditresnani sing bisa ngowahi.
Oblivion,"That which gave him the power over me came back out of [Oblivion], where I had hoped to keep it.","Kang paring panguwasa marang aku iku bali saka [Oblivion], ing ngendi aku ngarep-arep kanggo nyimpen."
Oblivion,"Instead, one is headed to political [Oblivion], and the other is staring it in its face.","Nanging, sing siji tumuju menyang [Oblivion] politik, lan sing liyane lagi mandeng."
Oblivion,"Not even a plan: just a wild lashing out, really, against [Oblivion].","Ora malah rencana: mung lashing alam bébas metu, tenan, marang [Oblivion]."
Oblivion,"He was contemporary with Milton, and preferred before him by critics of the day, but has now sunk into [Oblivion].","Dheweke kontemporer karo Milton, lan luwih disenengi dening para kritikus jaman saiki, nanging saiki wis tenggelam ing [Oblivion]."
Oblivion,"Could you have let them alone, by this time, poor Souls, they had been all peaceably buried in [Oblivion]!","Apa sampeyan bisa nglilani wong-wong mau, ing wektu iki, Jiwa-jiwa miskin, kabeh wis dikubur kanthi tentrem ing [Oblivion]!"
Oblivion,"After the total [Oblivion] of the matter in his waking moments, he will sometimes recall all the details of the affair in a dream.","Sawise total [Oblivion] saka prakara ing wayahe tangi, kang kadhangkala bakal kelingan kabeh rincian urusan ing ngimpi."
Oblivion,"Sleep kindly came to some, and lulled their spirits into momentary [Oblivion].","Turu kanthi nyenengake sawetara wong, lan nggumunake semangate nganti sedhela [Oblivion]."
Oblivion,"Holding the violin aloft, he cried exultingly: Henceforth thou art mine, though death and [Oblivion] lurk ever near thee!","Sambil nyepeng biola ing dhuwur, dheweke nguwuh kanthi bungah: Wiwit saiki kowe dadi duwekku, sanajan pati lan [Lali] tansah cedhak karo kowe!"
Onomatopoeia,He seemed as much taken aback as if he had found a tribe of Cherokees studying [Onomatopoeia] in English verse.,Dheweke katon kaget kaya dheweke nemokake suku Cherokees sing sinau [Onomatopoeia] ing ayat Inggris.
Onomatopoeia,All words which were spontaneously acquired seemed to be instances of [Onomatopoeia].,Kabeh tembung sing dipikolehi kanthi spontan katon minangka conto saka [Onomatopoeia].
Onomatopoeia,"[Onomatopoeia], formations of words resembling in sound that of the things denoted by them.","[Onomatopoeia], tatanan tembung sing meh padha karo swara saka barang-barang kasebut."
Onomatopoeia,"Mao, the term for a ""cat,"" is obviously an example of [Onomatopoeia].","Mao, istilah kanggo ""kucing,"" jelas minangka conto saka [Onomatopoeia]."
Onomatopoeia,This correspondence of sound and sense is called [Onomatopoeia].,Korespondensi swara lan rasa iki diarani [Onomatopoeia].
Opulence,"We see it at several different periods, from the height of its [Opulence] in the 1930s to the shabby Communist look of the 1960s.","Kita ndeleng ing sawetara wektu sing beda-beda, saka dhuwur [Opulence] ing taun 1930-an nganti tampilan Komunis sing kumuh ing taun 1960-an."
Opulence,"The scale, [Opulence] and fantasy so prevalent a few miles away on the Strip is nowhere to be found.","Skala, [Opulence] lan Fantasi dadi lazim sawetara mil adoh ing Strip ora ono."
Opulence,"Many say that The Great Beauty is the new Fellini, with its handsome surrealism, baroque expressions, and casual [Opulence].","Akeh sing ngomong yen The Great Beauty minangka Fellini anyar, kanthi surrealisme sing nggantheng, ekspresi barok, lan santai [Opulence]."
Opulence,"The Daily Pic: The Met's Cloisters branch turns 75, and shows off knightly [Opulence].","The Daily Pic: The Met's Cloisters cabang dadi 75, lan nuduhake ksatria [Opulence]."
Opulence,"The [Opulence] of the gifts is legendary, and it used to be that the presenters and performers at the ceremony also received them.","The [Opulence] peparingé iku legendaris, lan biyen sing presenter lan pemain ing upacara uga nampa iku."
Opulence,"There were hundreds of thousands in France, the most illustrious in rank and [Opulence], who would join such an army.","Ana atusan ewu ing Prancis, sing paling misuwur ing pangkat lan [Opulence], sing bakal gabung karo tentara kasebut."
Opulence,"[Opulence] introduced the cultivation of the fine arts, with a taste for literature, and consequently for disputation.","[Opulence] ngenalake budidaya seni rupa, kanthi rasa sastra, lan mulane kanggo regejegan."
Opulence,There are beings so dejected—so penurious—that this swearing constitutes their whole store of worldly [Opulence].,Ana makhluk sing sedhih banget - banget kesel - nganti sumpah iki dadi kabeh nyimpen kadonyan [Opulence].
Opulence,The emigrant from the sandbanks of Cape Cod revels in the profusion of the [Opulence] of Ohio.,Emigrants saka sandbanks Cape Cod revels ing profusion saka [Opulence] Ohio.
Opulence,"Hundreds of families were burned out, and reduced from [Opulence], or at least competency, to penury.","Atusan kulawarga diobong, lan dikurangi saka [Opulence], utawa paling ora kompetensi, dadi kemiskinan."
Paradox,"But I feel like films are uniquely suited towards addressing [Paradox], recursiveness, and worlds-within-worlds.","Nanging aku rumangsa kaya film sing cocog karo [Paradox], rekursif, lan jagad-ing-donya."
Paradox,"To appreciate the Palmer [Paradox], it's important to understand that Palmer's childhood and young adulthood were dichotomous.","Kanggo ngurmati Palmer [Paradox], penting kanggo ngerti yen bocah cilik lan diwasa Palmer dikotomi."
Paradox,"“Maybe we need a new category other than theism, atheism or agnosticism that takes [Paradox] and unknowing into account,” he writes.","""Mungkin kita butuh kategori anyar liyane saka teisme, ateisme utawa agnostisisme sing njupuk [Paradox] lan ora ngerti,"" tulise."
Paradox,But Washington was a prisoner to its [Paradox] of an Iraq policy.,Nanging Washington dadi tawanan kanggo [Paradox] kabijakan Irak.
Paradox,"As a result of this [Paradox], the Iraq policy process ground to a halt at the very moment that ISIS was on the rise.","Minangka asil [Paradox] iki, proses kabijakan Irak mandheg nalika ISIS saya mundhak."
Paradox,"It offers, to those who see it aright, the most perplexing industrial [Paradox] ever presented in the history of mankind.","Nawakake, kanggo sing ndeleng kanthi bener, industri [Paradox] sing paling mbingungake sing nate ditampilake ing sejarah manungsa."
Paradox,But in reality this [Paradox] of value is the most fundamental proposition in economic science.,Nanging ing kasunyatan iki [Paradoks] nilai minangka proposisi paling dhasar ing ilmu ekonomi.
Paradox,"It was the spiritual way, whose method and secret lie in that subtle [Paradox]: Yield to conquer.","Iku cara spiritual, kang cara lan rahasia dumunung ing subtle [Paradox]: Ngasilake kanggo nelukake."
Paradox,"But it was a strange [Paradox], that precisely the depth of his love for her made him willing to think of losing her.","Nanging iku aneh [Paradox], sing sabenere ambane katresnan kanggo dheweke nggawe dheweke gelem mikir kelangan dheweke."
Paradox,But this very [Paradox] leads to the real principle of generalization concerning the properties of numbers.,Nanging iki banget [Paradox] ndadékaké kanggo prinsip nyata generalisasi bab sifat nomer.
Peace,"Domestically, the prime minister maintains the dubious line that he is the only man who can keep the still-fragile [Peace].","Domestik, perdana menteri njaga garis sing ragu-ragu yen dheweke mung siji-sijine wong sing bisa njaga [Perdamaian] sing isih rapuh."
Peace,"They called for [Peace], reconciliation, and the safe return of Father Gregorio.","Dheweke njaluk [Perdamaian], rekonsiliasi, lan Rama Gregorio bali kanthi aman."
Peace,The question is will we see regime changes in both Hamas and Israel that embrace a lasting [Peace]?,Pitakonan yaiku apa kita bakal weruh owah-owahan rezim ing Hamas lan Israel sing ngrangkul [Perdamaian] sing langgeng?
Peace,"But without any [Peace] talks on the horizon, everyone is now left to their own devices.","Nanging tanpa omongan [Perdamaian] ing cakrawala, kabeh wong saiki ditinggalake dhewe-dhewe."
Peace,"At Christianity Today, Peter Chin claims Christians should preach [Peace] instead of bogging down in the particulars of race.","Ing Christianity Today, Peter Chin ngaku Kristen kudu martakaké [Perdamaian] tinimbang bogging mudhun ing rincian ras."
Peace,"My son,” said Grabantak one evening to Chingatok, “if we are henceforth to live in [Peace], why not unite and become one nation?","Anakku,"" ujare Grabantak ing sawijining sore menyang Chingatok, ""yen kita saiki urip ing [Perdamaian], kenapa ora nyawiji lan dadi siji bangsa?"
Peace,"Impressed by the lugubrious scene, Aguinaldo yielded, and the next day [Peace] negotiations were opened.","Kesengsem dening pemandangan lugubrious, Aguinaldo ngasilake, lan dina sabanjuré [Perdamaian] rembugan dibukak."
Peace,"Above all, he was amazed to hear me talk of a mercenary standing army in the midst of [Peace] and among a free people.","Ndhuwur kabeh, dheweke kaget krungu aku ngomong babagan tentara bayaran sing ngadeg ing tengah-tengah [Perdamaian] lan ing antarane wong-wong sing bebas."
Peace,"And it was no light task, then, for six hundred men to keep the [Peace] on a thousand miles of frontier.","Lan iku ora tugas entheng, banjur, kanggo nem atus wong kanggo njaga [Perdamaian] ing ewu mil saka tapel wates."
Peace,"O death, how bitter is the remembrance of thee to a man that hath [Peace] in his possessions!","Dhuh pati, sepira pait pangeling-eling marang sira tumrap wong kang darbe katentreman!"
Picturesque,"Chefchaouen, shut off from the world for centuries, is almost absurdly [Picturesque].","Chefchaouen, mati saka donya kanggo abad, meh absurdly [Picturesque]."
Picturesque,"One Street Museum is dedicated to the [Picturesque] old Kiev street called Andriyivskyy Descent, on which it is situated.","One Street Museum darmabakti kanggo [Picturesque] dalan Kiev lawas disebut Andriyivskyy Descent, kang dumunung."
Picturesque,"Later, we hiked up a [Picturesque] trail to the Dovbush rocks, which are a sort of local Stonehenge.","Mengko, kita munggah menyang dalan [Picturesque] menyang watu Dovbush, sing minangka Stonehenge lokal."
Picturesque,But the area is also an unexplored region of [Picturesque] villages and surprising flavors.,Nanging wilayah kasebut uga minangka wilayah desa [Picturesque] sing durung ditelusuri lan rasa sing nggumunake.
Picturesque,His social snapshots reveal the unhappy repercussions of tyranny and poverty in a [Picturesque] Africa.,Gambaran sosial dheweke nuduhake akibat sing ora nyenengake saka tirani lan kemiskinan ing Afrika [Picturesque].
Picturesque,"Many adults assume that a child can look at a landscape as they look at it, taking in the whole [Picturesque] effect.","Akeh wong diwasa nganggep yen bocah bisa ndeleng lanskap nalika ndeleng, njupuk efek [Picturesque]."
Picturesque,"It was a large, beautiful room, rich and [Picturesque] in the soft, dim light which the maid had turned low.","Iku kamar gedhe, ayu, sugih lan [Picturesque] ing alus, cahya surem kang babu wis nguripake kurang."
Picturesque,It is true that they wanted the [Picturesque] splendour of ancient warfare.,Pancen dheweke pengin kaluhuran [Picturesque] perang kuno.
Picturesque,"There is nothing [Picturesque] in those old towns, for they were dead before they were civilized.","Ora ana apa-apa [Picturesque] ing kutha-kutha lawas, amarga padha mati sadurunge padha beradab."
Picturesque,"It lies in a large and [Picturesque] hollow, surrounded by mountains at an elevation of 3,200 feet above the level of the sea.","Dumunung ing cekungan gedhe lan [Picturesque], diubengi dening gunung-gunung ing elevasi 3.200 kaki ing sadhuwure segara."
Plethora,There should be a [Plethora] of four-letter words flying around the Veep set this morning.,Mesthine ana [Plethora] tembung papat sing mabur ngubengi set Veep esuk iki.
Plethora,"Where there was a [Plethora] of strong women, instead of just, like, Kristen Wiig doing every sketch each week.","Ing ngendi ana [Plethora] wanita sing kuwat, tinimbang mung, kaya, Kristen Wiig nindakake saben sketsa saben minggu."
Plethora,"Like the best pop stars, Swift has borrowed from a [Plethora] of genres and influences.","Kaya bintang pop paling apik, Swift wis nyilih saka [Plethora] genre lan pengaruh."
Plethora,"Within hours of the pictures ending up online, a [Plethora] of articles were written.","Ing sawetara jam gambar rampung online, [Plethora] artikel ditulis."
Plethora,"During the mid-to-late 1980s, he went on an absolute tear, helming a [Plethora] of irresistible entertainments.","Sajrone pertengahan nganti pungkasan taun 1980-an, dheweke ngalami luh absolut, dadi pimpinan [Plethora] hiburan sing ora bisa ditolak."
Plethora,"Tressan was monstrous ill-at-ease, and his face lost a good deal of its habitual [Plethora] of colour.","Tressan ora kepenak banget, lan raine ilang warnane [Plethora] sing biasa."
Plethora,"The army of Spain would seem to suffer from a [Plethora] of officers, especially those of the highest rank.","Tentara Spanyol katon nandhang sangsara saka [Plethora] perwira, utamane sing pangkat paling dhuwur."
Plethora,"And, even in such a [Plethora] of massacres, it is strange they should have suffered such neglect.","Lan, sanajan ing [Plethora] pembantaian, aneh yen dheweke kudu nandhang lara."
Plethora,"Justinian, it may be noted, had equipped this army with such a [Plethora] of commanders that their defeat can hardly cause surprise.","Justinian, bisa uga dicathet, wis nglengkapi tentara iki kanthi [Plethora] komandan kaya ngono, kekalahane meh ora bisa nyebabake kejutan."
Plethora,"Gold, in the midst of its sudden [Plethora], was a perplexing problem to the financial prophets of a third of a century ago.","Emas, ing tengah-tengah dadakan [Plethora], minangka masalah sing mbingungake kanggo para nabi finansial saka katelu saka abad kepungkur."
Pristine,The grand prize is a [Pristine] white Fiat Panda 4X4 – with full options.,Hadiah utama yaiku Fiat Panda 4X4 putih [Pristine] - kanthi pilihan lengkap.
Pristine,Today the Stanley is in [Pristine] shape after another series of renovations were completed in 2013.,Dina iki Stanley ana ing [Pristine] sawise seri renovasi liyane rampung ing 2013.
Pristine,There are still places in the sea as [Pristine] as I knew as a child.,Isih ana papan ing segara minangka [Pristine] kaya sing dakkenal nalika isih cilik.
Pristine,"There are always examples of degradation, but there are very few examples of ecosystems left that are that [Pristine].","Ana mesthi conto degradasi, nanging ana sawetara conto ekosistem sing isih ana sing [Pristine]."
Pristine,"Beauty is often [Pristine], Harding says, while the word “gorgeous” contains more the idea of extremes and can include decay.","Kaendahan asring [Pristine], ujare Harding, dene tembung ""ayu"" ngemot ide ekstrem lan bisa kalebu bosok."
Pristine,"We have native hearts and virtues, just as other nations; which in their [Pristine] purity are noble, potent, and worthy of example.","Kita duwe ati lan kabecikan pribumi, kaya bangsa liya; kang ing [Pristine] kesucian iku mulya, kuat, lan pantes conto."
Pristine,Medicine and religion have been closely associated from the most [Pristine] time.,Kedokteran lan agama wis raket banget saka wektu sing paling [Pristine].
Pristine,"Then agriculture will be ""restored to right uses"" and held in its [Pristine] honor; and the earth will yield its fruits abundantly.","Banjur tetanèn bakal ""dipulihake kanggo nggunakake tengen"" lan dianakaké ing pakurmatan sawijining [Pristine]; lan bumi bakal metokaké woh-wohan sing akèh."
Pristine,"It was of course the shadow of the Midas statue, which the boys had never permitted to be restored to its [Pristine] state.","Iku mesthi bayangan saka reca Midas, kang lanang wis tau diijini kanggo dibalèkaké menyang negara [Pristine]."
Pristine,But it is far from being the case that all tribes with this [Pristine] organisation possess identical ceremonies and ideas.,"Nanging ora kaya ngono, kabeh suku karo organisasi [Pristine] iki duwe upacara lan ide sing padha."
Propinquity,This directed the attention of the Committee to the effect on morality of the [Propinquity] of the sexes in schools.,Iki ngarahake manungsa waé Komite kanggo efek ing moralitas saka [Propinquity] saka jinis ing sekolah.
Propinquity,There is no influence so little regarded for the young by those in authority as the tremendous influence of [Propinquity].,Ora ana pengaruh sing dianggep sethithik banget kanggo wong enom sing duwe panguwasa minangka pengaruh gedhe saka [Propinquity].
Propinquity,[Propinquity] tightens bonds and there is a steady blossoming of the character in a radiant atmosphere.,[Propinquity] tightens ikatan lan ana blossoming ajeg saka karakter ing atmosfer sumringah.
Propinquity,Of the perils of [Propinquity] I have already spoken; the risks of contrast are also great.,Saka bebaya saka [Propinquity] Aku wis ngandika; risiko kontras uga gedhe.
Propinquity,And Japan would be able to enjoy the fruits of [Propinquity] to her heart's content.,Lan Jepang bakal bisa ngrasakake woh-wohan saka [Propinquity] kanthi kepenak.
Quintessence,"That, America, is the [Quintessence] of naturally occurring British-cute.","Sing, Amerika, minangka [Quintessence] saka Inggris-cute sing alami."
Quintessence,"The actor is the [Quintessence] of smooth, first as Remington Steele, then James Bond.","Aktor punika [Quintessence] Gamelan, pisanan minangka Remington Steele, banjur James Bond."
Quintessence,"In recent years, Stoner entered a category of which it soon became the [Quintessence].","Ing taun-taun pungkasan, Stoner mlebu kategori sing banjur dadi [Quintessence]."
Quintessence,"Yes, Holmes was the [Quintessence] of the Victorian rationalism, “the most perfect and reasoning machine that the world had seen.”","Ya, Holmes minangka [Quintessence] rasionalisme Victoria, ""mesin sing paling sampurna lan nalar sing wis dideleng ing jagad iki."""
Quintessence,"“Innocence is the [Quintessence] of the snapshot,” Lisette Model would write.","""Innocence minangka [Quintessence] saka snapshot,"" Lisette Model bakal nulis."
Quintessence,"Preserve this precious [Quintessence] of mercury, which is exceedingly volatile, in a well-closed vessel for further use.","Simpenan [Quintessence] merkuri sing larang regane, sing banget molah malih, ing wadhah sing ditutup kanthi apik supaya bisa digunakake maneh."
Quintessence,"This drama is the [Quintessence] of all that Gorky has, up to this time, written on the ""ex-man,"" whom he has thoroughly ""explored.""","Drama iki minangka [Quintessence] saka kabeh sing Gorky wis, nganti wektu iki, ditulis ing ""mantan"", kang wis sak tenane ""njelajah."""
Quintessence,"Only as a subscriber, possessing a numbered set of a limited edition, could one obtain the [Quintessence] of literature.","Mung minangka pelanggan, duwe set nomer saka edisi winates, siji bisa entuk [Quintessence] sastra."
Quintessence,"They are the quaint [Quintessence] of conservatism, and will occupy youthful minds menaced by modernism.","Dheweke minangka [Quintessence] konservatisme sing aneh, lan bakal ngenggoni pikiran enom sing diancam dening modernisme."
Quintessence,"Ten beds, and only one occupied, by a freckled, tousled [Quintessence] of fractiousness in a blue wrapper.","Sepuluh kasur, lan mung siji dikuwasani, dening freckled, tousled [Quintessence] fractiousness ing wrapper biru."
Rainbow,"Meanwhile, big dollar advertising campaigns have taken an explicit [Rainbow]-hued slant.","Kangge, kampanye iklan dolar gedhe wis njupuk miring [Rainbow]-hued sing jelas."
Rainbow,"She is smiling, a pink-striped hat on her head and a mini [Rainbow] lollipop sticking out of her mouth.","Dheweke mesem, kupluk belang jambon ing sirahe lan mini [Pelangi] lollipop sing metu saka cangkeme."
Rainbow,"Here and there, sparingly, one of the dolls might be purple or green: “[Rainbow] Piets,” they call them.","Ing kene, kanthi sithik, salah sawijining boneka bisa dadi ungu utawa ijo: ""[Rainbow] Piets,"" diarani."
Rainbow,"David Bowie, Ronnie Wood, and Marianne Faithfull were regulars at the [Rainbow] Room, a restaurant on the fifth floor.","David Bowie, Ronnie Wood, lan Marianne Faithfull padha tetep ing [Rainbow] Kamar, restoran ing lantai lima."
Rainbow,Because the marketing of the screening included a [Rainbow] flag and said it was to be the kickoff of “LGBT Awareness Month.”,"Amarga marketing screening kasebut kalebu gendera [Rainbow] lan ujar manawa iki minangka kickoff ""Wulan Kesadaran LGBT."""
Rainbow,Directly after them came a lot of palace attendants in curious hats and long robes of all colours of the [Rainbow].,Langsung sawise wong-wong mau teka akeh punggawa kraton ing topi penasaran lan jubah dawa kabeh werna saka [Rainbow].
Rainbow,"The colours of the [Rainbow] shone there in pale tints, and the flaring sunshine could not enter.","Werna-werna [Pelangi] sumorot ana ing kono kanthi warna-warna pucet, lan sinar matahari sing sumunar ora bisa mlebu."
Rainbow,They glittered and shone with an intensity of colour which surpassed even those of the [Rainbow].,Padha glittered lan cemlorot karo kakiyatan saka werna kang ngluwihi malah sing saka [Rainbow].
Rainbow,"Nor did the future appear any more in a [Rainbow] glory, since he realised that it would bring renunciation as well as joy.","Mangkono uga ora katon ing mangsa ngarep ing kamulyan [Pelangi], amarga dheweke ngerti yen iku bakal ndadekke renunciation uga bungah."
Rainbow,As the appearance of the [Rainbow] when it is in a cloud on a rainy day: this was the appearance of the brightness round about.,"Kayadene rupane [Pelangi] nalika ana ing mega ing wayah udan, kaya mangkono iku katon padhang ing sakubenge."
Ripple,Analysts interpreted it as an immediate [Ripple] effect of the newly established US-Cuban détente.,Analis nerangake minangka efek [Ripple] langsung saka détente AS-Kuba sing mentas diadegaké.
Ripple,And sending Cary to prison has a [Ripple] effect for all of these characters.,Lan ngirim Cary menyang pakunjaran duwe efek [Ripple] kanggo kabeh karakter kasebut.
Ripple,"Playing in her yard one day, she saw “a [Ripple], a disturbance of the air … My first thought is that I have seen the devil.”","Ing sawijining dina, nalika dolanan ing pekarangane, dheweke weruh ""[Ripple], gangguan ing hawa ... Pikiranku pisanan yaiku aku wis weruh setan."""
Ripple,The heat creates mirages with waves that [Ripple] through the air.,Panas nggawe fatamorgana karo ombak sing [Ripple] liwat udhara.
Ripple,There was a [Ripple] of assent in the crowd as the word spread.,Ana [Ripple] persetujuan ing wong akeh nalika tembung kasebut nyebar.
Ripple,"This was said with a comical air of doubt, and a half smile, which sent a [Ripple] of laughter over the charming face.","Iki ngandika karo udhara comical mangu, lan setengah eseman, kang dikirim [Ripple] ngguyu liwat pasuryan nengsemake."
Ripple,All was silent; a fresh breeze swept over the clear lake whose every [Ripple] had the gracious curve of a smile.,Kabeh meneng; angin seger nyapu liwat lake bening kang saben [Ripple] wis kurva grapyak saka eseman.
Ripple,"He thought he heard the [Ripple] of waves on a sunlit shore, and of wide-spreading trees which grew close to the edge of the sea.","Dheweke ngira yen dheweke krungu [Ripple] ombak ing pesisir sing srengenge, lan wit-witan sing nyebar ing pinggir segara."
Ripple,"Suddenly it ceased raining; and, looking about them, they saw that the lake was perfectly quiet—not a [Ripple] could be seen.","Dumadakan mandheg udan; lan, looking bab wong-wong mau, padha weruh sing tlaga iki sampurna sepi-ora ana [Ripple] bisa katon."
Ripple,You see that there the ocean tides and the currents of the river meet and cause a constant [Ripple].,Sampeyan ndeleng manawa ana pasang samudra lan arus kali ketemu lan nyebabake [Ripple].
Sanguine,The experience left them [Sanguine] about the sometimes vitriolic opinions of strangers on the Internet.,Pengalaman kasebut ninggalake dheweke [Sanguine] babagan panemu sing kadhangkala vitriolic saka wong liyo ing Internet.
Sanguine,"She is equally desirous of Levine, as animalistic and eager to consume him while sticky with [Sanguine] fluid.","Dheweke uga kepengin banget karo Levine, minangka kewan lan kepengin banget ngonsumsi dheweke nalika lengket karo cairan [Sanguine]."
Sanguine,"That said, I am not as [Sanguine] about the future of the U.S.-Egypt bilateral relationship.","Ngandika, aku ora kaya [Sanguine] babagan masa depan hubungan bilateral AS-Mesir."
Sanguine,"These days, seven years after his book was published, Thomas is a bit more [Sanguine] about his early life.","Dina iki, pitung taun sawise bukune diterbitake, Thomas luwih [Sanguine] babagan urip awal."
Sanguine,A senior government minister in Kabul is more [Sanguine] about the possibility of eventually restarting peace talks.,Menteri pemerintah senior ing Kabul luwih [Sanguine] babagan kemungkinan pungkasane miwiti maneh rembugan perdamaian.
Sanguine,I leave Italy with a less [Sanguine] hope of her speedy liberation than I brought into it.,Aku ninggalake Italia kanthi pangarep-arep [Sanguine] sing luwih cepet babagan pembebasan sing cepet tinimbang sing dakgawa.
Sanguine,But I feel [Sanguine] in the spirit of the men; [Sanguine] in my own spirit; [Sanguine] in the soundness of my scheme.,Nanging aku rumangsa [Sanguine] ing roh wong lanang; [Sanguine] ing rohku dhewe; [Sanguine] ing soundness saka rencana sandi.
Sanguine,"Parliament is often more easily persuaded than the shrewd investor, as many a too [Sanguine] promoter knows.","Parlemen asring luwih gampang dibujuk tinimbang investor sing cerdas, kaya sing dingerteni dening promotor [Sanguine]."
Sanguine,This fearful war was a deathblow to your father's [Sanguine] hopes of making a rapid fortune.,Perang sing nggegirisi iki minangka pukulan pati kanggo bapakmu [Sanguine] ngarep-arep entuk rejeki kanthi cepet.
Sanguine,"I really believe that is a good story, Jess, said her mother, who was [Sanguine] of temperament.","Aku pancene pracaya iku crita apik, Jess, ngandika ibune, sing [Sanguine] saka temperament."
Scintilla,That had more than a [Scintilla] of substance—is Mitt actually a political shape-shifter?,Sing duwe luwih saka [Scintilla] saka inti-apa Mitt bener-bener politik wangun-shifter?
Scintilla,How could anyone do all this without leaving behind a [Scintilla] of microscopic evidence?,Kepiye wong bisa nindakake kabeh iki tanpa ninggalake bukti mikroskopis [Scintilla]?
Scintilla,Forde is among those who note that every [Scintilla] of blame cannot be put on FitzPatrick and Drumm.,Forde ana ing antarane sing nyathet yen saben [Scintilla] nyalahke ora bisa dilebokake ing FitzPatrick lan Drumm.
Scintilla,It does take a certain talent to take Paul Newman and present the actor without a [Scintilla] of excitement.,Butuh bakat tartamtu kanggo njupuk Paul Newman lan nampilake aktor tanpa [Scintilla] kasenengan.
Scintilla,I have not a [Scintilla] of interest in being at court when the judge sentences him.,Aku ora [Scintilla] kapentingan ing pengadilan nalika hakim sentences wong.
Scintilla,"I would not, Mr. President, give up a [Scintilla] of that portion of the responsibility which the crisis imposes on me.","Aku ora, Pak Presiden, nyerahake [Scintilla] bagean saka tanggung jawab sing ditindakake dening krisis marang aku."
Scintilla,They had merely waited that [Scintilla] of ocular confirmation of a known danger.,Dheweke mung ngenteni [Scintilla] konfirmasi ocular babagan bebaya sing dikenal.
Scintilla,This seems to me to have not a [Scintilla] of justice about it.,Iki misale jek kula ora duwe [Scintilla] kaadilan babagan.
Scintilla,"In these churches there were no fire altars; but the small [Scintilla] of sacred fire preserved in them, was kept only in a lamp.","Ing pasamuwan-pasamuwan iki ora ana misbyah geni; nanging cilik [Scintilla] geni suci wadi ing wong-wong mau, iki katahan mung ing lampu."
Scintilla,"She is beautiful of course, but quite without charm or the slightest [Scintilla] of wit.","Dheweke pancen ayu, nanging tanpa pesona utawa [Scintilla] sing paling cilik."
Serendipity,Then came one of those weird bits of [Serendipity] that make the writing life—and the book tour—worth all the trouble.,Banjur teka salah siji saka bit aneh saka [Serendipity] sing nggawe urip nulis-lan tur buku-worth kabeh alangan.
Serendipity,I was thinking of new ways to engage with my audience and with a bit of [Serendipity] and inspiration the cake was born.,Aku mikir babagan cara anyar kanggo melu karo pamirsa lan kanthi [Serendipity] lan inspirasi kue kasebut lair.
Serendipity,"I often think about the fall lines of life, the invisible tightropes that divide moments of calamity and [Serendipity].","Aku kerep mikir babagan garis musim gugur, tali sing ora katon sing misahake momen bilai lan [Serendipity]."
Serendipity,"More often than not, turncoat spies are successfully recruited as one-offs, through [Serendipity] and dumb luck.","Luwih kerep tinimbang ora, telik turncoat kasil direkrut minangka siji-off, liwat [Serendipity] lan goblok luck."
Serendipity,"It strips music buying of [Serendipity] and context, making Justin Bieber as important as the Beatles.","Iku ngudani musik tuku [Serendipity] lan konteks, nggawe Justin Bieber minangka penting minangka Beatles."
Serendipity,"It was just six o'clock, and the public-house opposite the [Serendipity] shop was lighting up.","Saiki mung jam enem, lan omah umum ing ngarep toko [Serendipity] wis padhang."
